,DN,Agencia_Capitania,Registro,UF,tipo,N_Tipo
0,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Balsa,11
1,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Barcaça,4
2,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Bote,2116
3,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Canoa,319
4,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Chata,4
5,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Draga,24
6,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Escuna,76
7,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Flutuante,24
8,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Hovercraft,1
9,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Iate,1
10,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Jangada,1
11,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Jet Boat,4
12,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Lancha,1088
13,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Moto-Aquática/similar,182
14,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",16
15,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Outros,480
16,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Passageiro,4
17,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Pesqueiro,14
18,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Saveiro,39
19,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Traineira,115
20,1º ,Agência da Capitania dos Portos em Paraty,AGPRTI,RJ,Veleiro,159
21,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Apoio a Mergulho,1
22,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Balsa,5
23,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Bote,534
24,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Caiaque,4
25,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Canoa,1592
26,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Chata,2
27,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Draga,24
28,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Escuna,1
29,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Jangada,1
30,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Jet Boat,1
31,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Lancha,180
32,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Moto-Aquática/similar,104
33,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",1
34,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Passageiro,4
35,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Pesqueiro,255
36,1º ,Agência da Capitania dos Portos em São João da Barra,AGSJBA,RJ,Traineira,125
37,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Apoio a Mergulho,3
38,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Balsa,67
39,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Barcaça,1
40,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Bote,627
41,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Caiaque,5
42,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Caique,1
43,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Canoa,856
44,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Carga Geral,3
45,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Chata,18
46,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Draga,25
47,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Escuna,7
48,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Flotel,1
49,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Flutuante,12
50,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Iate,2
51,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Jangada,3
52,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Jet Boat,1
53,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Lancha,1446
54,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Moto-Aquática/similar,365
55,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Outros,276
56,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Passageiro,27
57,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Passageiro / Carga Geral,8
58,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Pesqueiro,1321
59,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Plataforma Fixa,2
60,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Plataforma Semi-Submersível,2
61,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Químico e Gaseiro,1
62,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Rebocador,4
63,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Saveiro,2
64,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Sonda,1
65,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Supridor (Supply),10
66,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Traineira,333
67,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Transporte de Carga Pesada (Navio de Cargas Especiais),2
68,1º ,Capitania dos Portos de Macaé,CPMCAE,RJ,Veleiro,45
69,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Anfíbia,3
70,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Apoio à Manobra,4
71,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Apoio a Mergulho,17
72,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Apoio a ROV,1
73,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Balsa,149
74,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Barcaça,40
75,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Batelão,4
76,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Bote,9221
77,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Cábrea,6
78,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Caiaque,43
79,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Caique,4
80,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Canoa,1155
81,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Carga Geral,4
82,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Chata,72
83,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Draga,74
84,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Empurrador,3
85,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Escuna,34
86,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Flutuante,75
87,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Graneleiro,1
88,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Hovercraft,3
89,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Iate,2
90,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Jangada,14
91,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Jet Boat,19
92,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Lançador de Linhas,1
93,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Lancha,3192
94,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Manuseio de Âncora (AHTS),1
95,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Moto-Aquática/similar,3918
96,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",7
97,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Multipurpose,2
98,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Outros,1770
99,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Passageiro,12
100,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Passageiro de Alta Velocidade (HSC Passageiro),1
101,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Pesqueiro,687
102,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Pesquisa,4
103,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Plataforma Auto-Elevável,1
104,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Porta-Contentor,1
105,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Rebocador,30
106,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Roll-on / Roll-off Carga ,1
107,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Saveiro,237
108,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Supridor (Supply),1
109,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Tanque (transporte de granéis líquidos),1
110,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Traineira,44
111,1º ,Capitania dos Portos do Espírito Santo,CPVITO,ES,Veleiro,169
112,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Alvarenga,4
113,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Anfíbia,4
114,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Apoio à Manobra,1
115,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Apoio a Mergulho,15
116,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Apoio a ROV,16
117,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Balsa,361
118,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Barcaça,484
119,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Batelão,28
120,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Bote,6957
121,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Cábrea,39
122,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Caiaque,43
123,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Caique,10
124,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Canoa,118
125,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Carga Geral,114
126,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Chata,507
127,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Cisterna (FSU),3
128,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Dique Flutuante,41
129,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Draga,134
130,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Empurrador,6
131,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Escuna,67
132,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Estimulador de Poço,1
133,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,"Floating, Production, Storage and Off-Loading Unit (FPSO)",22
134,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Flotel,4
135,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Flutuante,748
136,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Graneleiro,76
137,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Hovercraft,9
138,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Iate,176
139,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Jangada,76
140,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Jet Boat,23
141,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Lançador de Linhas,13
142,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Lancha,17661
143,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Laser,4
144,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Manuseio de Âncora (AHTS),78
145,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Manuseio de Linhas,1
146,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Moto-Aquática/similar,4382
147,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",101
148,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Multipurpose,11
149,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Outros,18567
150,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Passageiro,55
151,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Passageiro / Carga Geral,8
152,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Pesqueiro,367
153,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Pesquisa,55
154,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Petroleiro,132
155,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Petroleiro e Químico,5
156,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Plataforma Auto-Elevável,4
157,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Plataforma Fixa,11
158,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Plataforma Semi-Submersível,28
159,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Porta-Contentor,17
160,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Químico,13
161,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Químico e Gaseiro,1
162,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Rebocador,521
163,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Roll-on / Roll-off Carga ,8
164,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Roll-on / Roll-off Passageiro (Ferry Boat),2
165,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Saveiro,78
166,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Sonda,21
167,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Supridor (Supply),410
168,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Tanque (transporte de granéis líquidos),6
169,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Traineira,736
170,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Transporte de Carga Pesada (Navio de Cargas Especiais),6
171,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Transporte de Gases Liquefeitos,15
172,1º ,Capitania dos Portos do Rio de Janeiro,CPRIOJ,RJ,Veleiro,5484
173,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Balsa,7
174,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Barcaça,2
175,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Bote,1232
176,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Caiaque,12
177,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Canoa,58
178,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Chata,11
179,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Draga,9
180,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Empurrador,2
181,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Flutuante,7
182,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Jet Boat,5
183,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Lancha,1405
184,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Laser,1
185,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Moto-Aquática/similar,1775
186,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",29
187,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Outros,4
188,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Passageiro,2
189,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Rebocador,1
190,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Traineira,1
191,1º ,Capitania Fluvial de Minas Gerais,CFMG,MG,Veleiro,46
192,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Apoio a Mergulho,2
193,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Balsa,33
194,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Barcaça,107
195,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Batelão,1
196,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Bote,2861
197,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Cábrea,1
198,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Caiaque,1
199,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Canoa,9
200,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Chata,7
201,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Dique Flutuante,4
202,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Draga,51
203,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Empurrador,1
204,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Escuna,135
205,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,"Floating, Production, Storage and Off-Loading Unit (FPSO)",4
206,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Flutuante,47
207,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Iate,23
208,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Jangada,12
209,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Jet Boat,13
210,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Lançador de Linhas,1
211,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Lancha,5928
212,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Moto-Aquática/similar,1490
213,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",34
214,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Outros,1450
215,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Passageiro,1
216,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Passageiro / Carga Geral,3
217,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Pesqueiro,68
218,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Pesquisa,1
219,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Petroleiro,11
220,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Plataforma Auto-Elevável,1
221,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Plataforma Fixa,2
222,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Plataforma Semi-Submersível,11
223,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Rebocador,12
224,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Saveiro,62
225,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Tanque (transporte de granéis líquidos),1
226,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Traineira,417
227,1º ,Delegacia da Capitania dos Portos em Angra dos Reis,DLANGR,RJ,Veleiro,579
228,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Apoio à Manobra,3
229,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Apoio a Mergulho,8
230,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Balsa,17
231,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Barcaça,90
232,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Batelão,6
233,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Bote,1962
234,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Caiaque,22
235,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Caique,4
236,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Canoa,17
237,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Carga Geral,1
238,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Chata,5
239,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Draga,20
240,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Escuna,121
241,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Flutuante,7
242,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Graneleiro,1
243,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Iate,5
244,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Jangada,59
245,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Jet Boat,8
246,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Lancha,3255
247,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Moto-Aquática/similar,1626
248,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",22
249,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Outros,1413
250,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Passageiro,79
251,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Pesqueiro,196
252,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Pesquisa,1
253,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Quebra-gelo,1
254,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Rebocador,5
255,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Saveiro,29
256,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Traineira,145
257,1º ,Delegacia da Capitania dos Portos em Cabo Frio,DLCABO,RJ,Veleiro,257
258,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Balsa,8
259,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Barcaça,16
260,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Batelão,21
261,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Bote,4681
262,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Caiaque,30
263,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Caique,29
264,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Canoa,95
265,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Carga Geral,1
266,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Chata,34
267,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Draga,23
268,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Empurrador,5
269,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Escuna,50
270,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Flutuante,163
271,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Iate,7
272,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Jangada,17
273,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Jet Boat,4
274,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Lancha,5286
275,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Laser,1
276,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Moto-Aquática/similar,898
277,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",9
278,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Outros,4768
279,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Passageiro,3
280,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Passageiro / Carga Geral,22
281,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Pesqueiro,219
282,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Petroleiro,1
283,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Rebocador,18
284,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Roll-on / Roll-off Passageiro (Ferry Boat),1
285,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Saveiro,38
286,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Traineira,153
287,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Transporte de Carga Pesada (Navio de Cargas Especiais),1
288,1º ,Delegacia da Capitania dos Portos em Itacuruçá,DLRUCA,RJ,Veleiro,227
289,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Balsa,17
290,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Barcaça,1
291,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Bote,526
292,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Cábrea,1
293,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Caiaque,5
294,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Canoa,11
295,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Chata,3
296,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Draga,14
297,1º ,Delegacia Fluvial de Furnas,DLFURN,MG,Flutuante,19
